name	strand	Assay title	ontology_curie	biosample_name	biosample_type	biosample_life_stage	data_source	endedness	genetically_modified	nonzero_mean	output_type	gtex_tissue	histone_mark	transcription_factor
EFO:0002067 TF ChIP-seq HDAC2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7467041611671448	OutputType.CHIP_TF			HDAC2
EFO:0002067 TF ChIP-seq HDAC3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7150280475616455	OutputType.CHIP_TF			HDAC3
EFO:0002067 TF ChIP-seq HDGF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7410951852798462	OutputType.CHIP_TF			HDGF
EFO:0002067 TF ChIP-seq HES1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7935094833374023	OutputType.CHIP_TF			HES1
EFO:0002067 TF ChIP-seq HINFP stably expressing C-terminal eGFP-tagged HINFP	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.763461172580719	OutputType.CHIP_TF			HINFP
EFO:0002067 TF ChIP-seq HLTF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7460907101631165	OutputType.CHIP_TF			HLTF
EFO:0002067 TF ChIP-seq HMBOX1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8168128132820129	OutputType.CHIP_TF			HMBOX1
EFO:0002067 TF ChIP-seq HMG20A genetically modified (insertion) using CRISPR targeting H. sapiens HMG20A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7397764325141907	OutputType.CHIP_TF			HMG20A
EFO:0002067 TF ChIP-seq HMGXB4 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	1.0159698724746704	OutputType.CHIP_TF			HMGXB4
EFO:0002067 TF ChIP-seq HNRNPL	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0656288862228394	OutputType.CHIP_TF			HNRNPL
EFO:0002067 TF ChIP-seq ID3 stably expressing C-terminal eGFP-tagged ID3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.730577290058136	OutputType.CHIP_TF			ID3
EFO:0002067 TF ChIP-seq IKZF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.72087162733078	OutputType.CHIP_TF			IKZF1
EFO:0002067 TF ChIP-seq IRF1 stably expressing C-terminal eGFP-tagged IRF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7621214389801025	OutputType.CHIP_TF			IRF1
EFO:0002067 TF ChIP-seq IRF2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8517116904258728	OutputType.CHIP_TF			IRF2
EFO:0002067 TF ChIP-seq JUN	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.085750699043274	OutputType.CHIP_TF			JUN
EFO:0002067 TF ChIP-seq JUND	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9986217021942139	OutputType.CHIP_TF			JUND
EFO:0002067 TF ChIP-seq JUND stably expressing JUND	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7568706274032593	OutputType.CHIP_TF			JUND
EFO:0002067 TF ChIP-seq KAT7 genetically modified (insertion) using CRISPR targeting H. sapiens KAT7	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7973722219467163	OutputType.CHIP_TF			KAT7
EFO:0002067 TF ChIP-seq KDM1A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6856185793876648	OutputType.CHIP_TF			KDM1A
EFO:0002067 TF ChIP-seq KDM4B	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.1400146484375	OutputType.CHIP_TF			KDM4B
EFO:0002067 TF ChIP-seq KLF16	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8529425263404846	OutputType.CHIP_TF			KLF16
EFO:0002067 TF ChIP-seq L3MBTL2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7028407454490662	OutputType.CHIP_TF			L3MBTL2
EFO:0002067 TF ChIP-seq LCOR genetically modified (insertion) using CRISPR targeting H. sapiens LCOR	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.8215567469596863	OutputType.CHIP_TF			LCOR
EFO:0002067 TF ChIP-seq LEF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7407509088516235	OutputType.CHIP_TF			LEF1
EFO:0002067 TF ChIP-seq MAFF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9088340401649475	OutputType.CHIP_TF			MAFF
EFO:0002067 TF ChIP-seq MAFG stably expressing C-terminal eGFP-tagged MAFG	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7313457727432251	OutputType.CHIP_TF			MAFG
EFO:0002067 TF ChIP-seq MAFK	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8063668012619019	OutputType.CHIP_TF			MAFK
EFO:0002067 TF ChIP-seq MAX	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.3992334604263306	OutputType.CHIP_TF			MAX
EFO:0002067 TF ChIP-seq MAX genetically modified (insertion) using CRISPR targeting H. sapiens MAX	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.872469425201416	OutputType.CHIP_TF			MAX
EFO:0002067 TF ChIP-seq MAZ	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0348985195159912	OutputType.CHIP_TF			MAZ
EFO:0002067 TF ChIP-seq MAZ genetically modified (insertion) using CRISPR targeting H. sapiens MAZ	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.735535204410553	OutputType.CHIP_TF			MAZ
EFO:0002067 TF ChIP-seq MBD2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8956447839736938	OutputType.CHIP_TF			MBD2
EFO:0002067 TF ChIP-seq MCM5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.8113334774971008	OutputType.CHIP_TF			MCM5
EFO:0002067 TF ChIP-seq MEF2A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9906611442565918	OutputType.CHIP_TF			MEF2A
EFO:0002067 TF ChIP-seq MEF2D stably expressing C-terminal eGFP-tagged MEF2D	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7657760381698608	OutputType.CHIP_TF			MEF2D
EFO:0002067 TF ChIP-seq MEIS2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7263625860214233	OutputType.CHIP_TF			MEIS2
EFO:0002067 TF ChIP-seq MGA	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6909405589103699	OutputType.CHIP_TF			MGA
EFO:0002067 TF ChIP-seq MIER1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7461676597595215	OutputType.CHIP_TF			MIER1
EFO:0002067 TF ChIP-seq MITF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9986672401428223	OutputType.CHIP_TF			MITF
EFO:0002067 TF ChIP-seq MLLT1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7123726010322571	OutputType.CHIP_TF			MLLT1
EFO:0002067 TF ChIP-seq MNT	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6763564944267273	OutputType.CHIP_TF			MNT
EFO:0002067 TF ChIP-seq MTA1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7559935450553894	OutputType.CHIP_TF			MTA1
EFO:0002067 TF ChIP-seq MTA2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7650761008262634	OutputType.CHIP_TF			MTA2
EFO:0002067 TF ChIP-seq MTA3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7320027351379395	OutputType.CHIP_TF			MTA3
EFO:0002067 TF ChIP-seq MXI1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9615965485572815	OutputType.CHIP_TF			MXI1
EFO:0002067 TF ChIP-seq MYC	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0358119010925293	OutputType.CHIP_TF			MYC
EFO:0002067 TF ChIP-seq MYC genetically modified (insertion) using CRISPR targeting H. sapiens MYC	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7483974099159241	OutputType.CHIP_TF			MYC
EFO:0002067 TF ChIP-seq MYNN	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9493129253387451	OutputType.CHIP_TF			MYNN
EFO:0002067 TF ChIP-seq NBN	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7579705119132996	OutputType.CHIP_TF			NBN
EFO:0002067 TF ChIP-seq NCOA1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7958565950393677	OutputType.CHIP_TF			NCOA1
EFO:0002067 TF ChIP-seq NCOR1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6930427551269531	OutputType.CHIP_TF			NCOR1
EFO:0002067 TF ChIP-seq NEUROD1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0804558992385864	OutputType.CHIP_TF			NEUROD1
EFO:0002067 TF ChIP-seq NFATC3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.764166533946991	OutputType.CHIP_TF			NFATC3
EFO:0002067 TF ChIP-seq NFE2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9422093033790588	OutputType.CHIP_TF			NFE2
EFO:0002067 TF ChIP-seq NFE2 stably expressing C-terminal eGFP-tagged NFE2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.791631281375885	OutputType.CHIP_TF			NFE2
EFO:0002067 TF ChIP-seq NFIC	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6981591582298279	OutputType.CHIP_TF			NFIC
EFO:0002067 TF ChIP-seq NFRKB	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.813463032245636	OutputType.CHIP_TF			NFRKB
EFO:0002067 TF ChIP-seq NFYA genetically modified (insertion) using CRISPR targeting H. sapiens NFYA	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7262218594551086	OutputType.CHIP_TF			NFYA
EFO:0002067 TF ChIP-seq NKRF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7450549006462097	OutputType.CHIP_TF			NKRF
EFO:0002067 TF ChIP-seq NONO	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.8359594941139221	OutputType.CHIP_TF			NONO
EFO:0002067 TF ChIP-seq NR0B1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7410502433776855	OutputType.CHIP_TF			NR0B1
EFO:0002067 TF ChIP-seq NR2C1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7046119570732117	OutputType.CHIP_TF			NR2C1
EFO:0002067 TF ChIP-seq NR2C1 stably expressing C-terminal eGFP-tagged NR2C1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7335824370384216	OutputType.CHIP_TF			NR2C1
EFO:0002067 TF ChIP-seq NR2C2 genetically modified (insertion) using CRISPR targeting H. sapiens NR2C2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7981119751930237	OutputType.CHIP_TF			NR2C2
EFO:0002067 TF ChIP-seq NR2C2 stably expressing C-terminal eGFP-tagged NR2C2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.6366416215896606	OutputType.CHIP_TF			NR2C2
EFO:0002067 TF ChIP-seq NR2F1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.775092601776123	OutputType.CHIP_TF			NR2F1
EFO:0002067 TF ChIP-seq NR2F2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8620637655258179	OutputType.CHIP_TF			NR2F2
EFO:0002067 TF ChIP-seq NR2F6	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8323673009872437	OutputType.CHIP_TF			NR2F6
EFO:0002067 TF ChIP-seq NR4A1 stably expressing C-terminal eGFP-tagged NR4A1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.74551922082901	OutputType.CHIP_TF			NR4A1
EFO:0002067 TF ChIP-seq NRF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.557276725769043	OutputType.CHIP_TF			NRF1
EFO:0002067 TF ChIP-seq PBX2 stably expressing C-terminal eGFP-tagged PBX2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7694199085235596	OutputType.CHIP_TF			PBX2
EFO:0002067 TF ChIP-seq PHF20	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7365843653678894	OutputType.CHIP_TF			PHF20
EFO:0002067 TF ChIP-seq PHF8	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8206332325935364	OutputType.CHIP_TF			PHF8
EFO:0002067 TF ChIP-seq PKNOX1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.67368084192276	OutputType.CHIP_TF			PKNOX1
EFO:0002067 TF ChIP-seq PML	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8834584355354309	OutputType.CHIP_TF			PML
EFO:0002067 TF ChIP-seq POLR2A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.759458601474762	OutputType.CHIP_TF			POLR2A
EFO:0002067 TF ChIP-seq POLR2AphosphoS2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.2719284296035767	OutputType.CHIP_TF			POLR2AphosphoS2
EFO:0002067 TF ChIP-seq POLR2AphosphoS5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.4186197519302368	OutputType.CHIP_TF			POLR2AphosphoS5
EFO:0002067 TF ChIP-seq POLR2B	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7824667692184448	OutputType.CHIP_TF			POLR2B
EFO:0002067 TF ChIP-seq POLR2G	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	2.0446512699127197	OutputType.CHIP_TF			POLR2G
EFO:0002067 TF ChIP-seq POLR2H stably expressing C-terminal eGFP-tagged POLR2H	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.6736092567443848	OutputType.CHIP_TF			POLR2H
EFO:0002067 TF ChIP-seq PRDM10	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6672884821891785	OutputType.CHIP_TF			PRDM10
EFO:0002067 TF ChIP-seq RAD21	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.2329366207122803	OutputType.CHIP_TF			RAD21
EFO:0002067 TF ChIP-seq RAD21 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.6996537446975708	OutputType.CHIP_TF			RAD21
EFO:0002067 TF ChIP-seq RAD51	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7685008645057678	OutputType.CHIP_TF			RAD51
EFO:0002067 TF ChIP-seq RB1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.8225354552268982	OutputType.CHIP_TF			RB1
EFO:0002067 TF ChIP-seq RBFOX2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.26873779296875	OutputType.CHIP_TF			RBFOX2
EFO:0002067 TF ChIP-seq RBM17	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.2743581533432007	OutputType.CHIP_TF			RBM17
EFO:0002067 TF ChIP-seq RCOR1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.7984618544578552	OutputType.CHIP_TF			RCOR1
EFO:0002067 TF ChIP-seq REST	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7299304604530334	OutputType.CHIP_TF			REST
EFO:0002067 TF ChIP-seq REST genetically modified (insertion) using CRISPR targeting H. sapiens REST	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.780738115310669	OutputType.CHIP_TF			REST
EFO:0002067 TF ChIP-seq RFX1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.6859816312789917	OutputType.CHIP_TF			RFX1
EFO:0002067 TF ChIP-seq RNF2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8719428777694702	OutputType.CHIP_TF			RNF2
EFO:0002067 TF ChIP-seq SAFB	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0520373582839966	OutputType.CHIP_TF			SAFB
EFO:0002067 TF ChIP-seq SAFB2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.139084815979004	OutputType.CHIP_TF			SAFB2
EFO:0002067 TF ChIP-seq SIN3A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0979924201965332	OutputType.CHIP_TF			SIN3A
EFO:0002067 TF ChIP-seq SIN3B	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.8410826921463013	OutputType.CHIP_TF			SIN3B
EFO:0002067 TF ChIP-seq SIX5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.1674801111221313	OutputType.CHIP_TF			SIX5
EFO:0002067 TF ChIP-seq SKIL	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7350330948829651	OutputType.CHIP_TF			SKIL
EFO:0002067 TF ChIP-seq SMAD1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9776855707168579	OutputType.CHIP_TF			SMAD1
EFO:0002067 TF ChIP-seq SMAD2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9434632062911987	OutputType.CHIP_TF			SMAD2
EFO:0002067 TF ChIP-seq SMAD4 genetically modified (insertion) using CRISPR targeting H. sapiens SMAD4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.720896303653717	OutputType.CHIP_TF			SMAD4
EFO:0002067 TF ChIP-seq SMAD5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.9608269333839417	OutputType.CHIP_TF			SMAD5
EFO:0002067 TF ChIP-seq SMARCA4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7394760251045227	OutputType.CHIP_TF			SMARCA4
EFO:0002067 TF ChIP-seq SMARCA5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7277631163597107	OutputType.CHIP_TF			SMARCA5
EFO:0002067 TF ChIP-seq SMARCC2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7676258087158203	OutputType.CHIP_TF			SMARCC2
EFO:0002067 TF ChIP-seq SMARCE1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7398307919502258	OutputType.CHIP_TF			SMARCE1
EFO:0002067 TF ChIP-seq SMC3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.3644468784332275	OutputType.CHIP_TF			SMC3
EFO:0002067 TF ChIP-seq SOX6	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7324685454368591	OutputType.CHIP_TF			SOX6
EFO:0002067 TF ChIP-seq SP1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7654118537902832	OutputType.CHIP_TF			SP1
EFO:0002067 TF ChIP-seq SP1 genetically modified (insertion) using CRISPR targeting H. sapiens SP1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.742745578289032	OutputType.CHIP_TF			SP1
EFO:0002067 TF ChIP-seq SPI1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.3911668062210083	OutputType.CHIP_TF			SPI1
EFO:0002067 TF ChIP-seq SRF genetically modified (insertion) using CRISPR targeting H. sapiens SRF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7424814105033875	OutputType.CHIP_TF			SRF
EFO:0002067 TF ChIP-seq SRSF9	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.172098994255066	OutputType.CHIP_TF			SRSF9
EFO:0002067 TF ChIP-seq STAG1 genetically modified (insertion) using CRISPR targeting H. sapiens STAG1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.9183357954025269	OutputType.CHIP_TF			STAG1
EFO:0002067 TF ChIP-seq STAT5A	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8073445558547974	OutputType.CHIP_TF			STAT5A
EFO:0002067 TF ChIP-seq SUPT5H	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7458620667457581	OutputType.CHIP_TF			SUPT5H
EFO:0002067 TF ChIP-seq TAF7	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.1500465869903564	OutputType.CHIP_TF			TAF7
EFO:0002067 TF ChIP-seq TAF7 stably expressing C-terminal eGFP-tagged TAF7	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7590504884719849	OutputType.CHIP_TF			TAF7
EFO:0002067 TF ChIP-seq TAF9B	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7239880561828613	OutputType.CHIP_TF			TAF9B
EFO:0002067 TF ChIP-seq TAL1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7490862011909485	OutputType.CHIP_TF			TAL1
EFO:0002067 TF ChIP-seq TARDBP	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.875562846660614	OutputType.CHIP_TF			TARDBP
EFO:0002067 TF ChIP-seq TBL1XR1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8442903161048889	OutputType.CHIP_TF			TBL1XR1
EFO:0002067 TF ChIP-seq TCF12	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7103191018104553	OutputType.CHIP_TF			TCF12
EFO:0002067 TF ChIP-seq TCF3 genetically modified (insertion) using CRISPR targeting H. sapiens TCF3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7727130651473999	OutputType.CHIP_TF			TCF3
EFO:0002067 TF ChIP-seq TEAD1 genetically modified (insertion) using CRISPR targeting H. sapiens TEAD1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.760358452796936	OutputType.CHIP_TF			TEAD1
EFO:0002067 TF ChIP-seq TEAD4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.7910444736480713	OutputType.CHIP_TF			TEAD4
EFO:0002067 TF ChIP-seq TFAP4 genetically modified (insertion) using CRISPR targeting H. sapiens TFAP4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.800918459892273	OutputType.CHIP_TF			TFAP4
EFO:0002067 TF ChIP-seq TFCP2 genetically modified (insertion) using CRISPR targeting H. sapiens TFCP2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7610214948654175	OutputType.CHIP_TF			TFCP2
EFO:0002067 TF ChIP-seq TFDP1 genetically modified (insertion) using CRISPR targeting H. sapiens TFDP1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.7725210785865784	OutputType.CHIP_TF			TFDP1
EFO:0002067 TF ChIP-seq TFDP1 stably expressing C-terminal eGFP-tagged TFDP1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.686795175075531	OutputType.CHIP_TF			TFDP1
EFO:0002067 TF ChIP-seq TFE3 genetically modified (insertion) using CRISPR targeting H. sapiens TFE3	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7611032724380493	OutputType.CHIP_TF			TFE3
EFO:0002067 TF ChIP-seq THAP1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.4245359897613525	OutputType.CHIP_TF			THAP1
EFO:0002067 TF ChIP-seq THAP12 genetically modified (insertion) using CRISPR targeting H. sapiens THAP12	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	True	0.7734336256980896	OutputType.CHIP_TF			THAP12
EFO:0002067 TF ChIP-seq TOE1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7115976810455322	OutputType.CHIP_TF			TOE1
EFO:0002067 TF ChIP-seq TRIM24	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7081927061080933	OutputType.CHIP_TF			TRIM24
EFO:0002067 TF ChIP-seq TRIM28	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	paired	False	0.7611648440361023	OutputType.CHIP_TF			TRIM28
EFO:0002067 TF ChIP-seq U2AF2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.2891260385513306	OutputType.CHIP_TF			U2AF2
EFO:0002067 TF ChIP-seq UBTF	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	0.8744702935218811	OutputType.CHIP_TF			UBTF
EFO:0002067 TF ChIP-seq USF1 genetically modified (insertion) using CRISPR targeting H. sapiens USF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.8369629979133606	OutputType.CHIP_TF			USF1
EFO:0002067 TF ChIP-seq USF2 genetically modified (insertion) using CRISPR targeting H. sapiens USF2	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.681108295917511	OutputType.CHIP_TF			USF2
EFO:0002067 TF ChIP-seq VEZF1 genetically modified (insertion) using CRISPR targeting H. sapiens VEZF1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	True	0.6542762517929077	OutputType.CHIP_TF			VEZF1
EFO:0002067 TF ChIP-seq XRCC4	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	2.3625569343566895	OutputType.CHIP_TF			XRCC4
EFO:0002067 TF ChIP-seq XRCC5	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	1.0818839073181152	OutputType.CHIP_TF			XRCC5
EFO:0002067 TF ChIP-seq YY1	.	TF ChIP-seq	EFO:0002067	K562	cell_line	adult	encode	single	False	2.0809175968170166	OutputType.CHIP_TF			YY1
